id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,gene,cell
"RPS23_T cell, CD4, TH2",Wald_ratio,1,0.251388706,0.092131986,NA,NA,0.006360931,NA,NA,NA,NA,NA,NA,NA,0.070810012,0.431967399,1.285809789,1.073377278,1.5402849,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RPS23,"T cell, CD4, TH2"
"RPS23_T cell, CD4, naive",Wald_ratio,1,0.233227198,0.085475936,NA,NA,0.006360931,NA,NA,NA,NA,NA,NA,NA,0.065694362,0.400760033,1.262668322,1.067900277,1.492958964,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RPS23,"T cell, CD4, naive"
"RPS23_T cell, CD4, naive TREG",Wald_ratio,1,0.241389832,0.088467478,NA,NA,0.006360931,NA,NA,NA,NA,NA,NA,NA,0.067993576,0.414786089,1.273017202,1.070358432,1.514046835,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RPS23,"T cell, CD4, naive TREG"
"CKMT2-AS1_T cell, CD8, naive activated",Wald_ratio,1,-0.216158749,0.07946898,NA,NA,0.006527416,NA,NA,NA,NA,NA,NA,NA,-0.371917951,-0.060399548,0.805607402,0.689410806,0.941388329,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,CKMT2-AS1,"T cell, CD8, naive activated"
"IFITM3_T cell, CD4, memory TREG",Wald_ratio,1,-0.251598064,0.126375431,NA,NA,0.046494302,NA,NA,NA,NA,NA,NA,NA,-0.499293909,-0.00390222,0.777557203,0.606959077,0.996105384,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,IFITM3,"T cell, CD4, memory TREG"
"SLC25A44_T cell, CD4, TFH",Wald_ratio,1,0.22186869,0.105861314,NA,NA,0.036096124,NA,NA,NA,NA,NA,NA,NA,0.014380514,0.429356866,1.248407438,1.014484411,1.536269178,0.845373496,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLC25A44,"T cell, CD4, TFH"
"SLC25A44_T cell, CD4, TH1",Wald_ratio,1,0.215388056,0.102769177,NA,NA,0.036096124,NA,NA,NA,NA,NA,NA,NA,0.013960469,0.416815643,1.240343126,1.014058371,1.517122795,0.845373496,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLC25A44,"T cell, CD4, TH1"
"OR4D1_T cell, CD4, TH17",Wald_ratio,1,-0.195367705,0.097742032,NA,NA,0.045628967,NA,NA,NA,NA,NA,NA,NA,-0.386942088,-0.003793322,0.822532154,0.679130424,0.996213864,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,OR4D1,"T cell, CD4, TH17"
"OR4D1_T cell, CD4, naive",Wald_ratio,1,-0.185622056,0.092866306,NA,NA,0.045628967,NA,NA,NA,NA,NA,NA,NA,-0.367640016,-0.003604097,0.830587451,0.692366378,0.99640239,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,OR4D1,"T cell, CD4, naive"
"RN7SL239P_T cell, CD4, naive",Wald_ratio,1,-0.210785977,0.104601476,NA,NA,0.043890624,NA,NA,NA,NA,NA,NA,NA,-0.415804869,-0.005767085,0.809947396,0.659809007,0.994249513,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RN7SL239P,"T cell, CD4, naive"
"HSDL2_T cell, CD4, memory TREG",Wald_ratio,1,0.209270003,0.093226844,NA,NA,0.024784844,NA,NA,NA,NA,NA,NA,NA,0.026545389,0.391994616,1.232777807,1.026900856,1.479929744,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,HSDL2,"T cell, CD4, memory TREG"
"RP11-324I22.4_T cell, CD8, naive activated",Wald_ratio,1,-0.2017138,0.100235373,NA,NA,0.044177646,NA,NA,NA,NA,NA,NA,NA,-0.39817513,-0.005252469,0.817328814,0.67154441,0.994761301,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-324I22.4,"T cell, CD8, naive activated"
"RP11-324I22.4_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.217042582,0.095860474,NA,NA,0.023564833,NA,NA,NA,NA,NA,NA,NA,-0.40492911,-0.029156053,0.804895695,0.667024094,0.971264883,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-324I22.4,"T cell, CD4, TH1 TH17"
"RP11-324I22.4_T cell, CD8, naive",Wald_ratio,1,-0.20656889,0.091234593,NA,NA,0.023564833,NA,NA,NA,NA,NA,NA,NA,-0.385388692,-0.027749088,0.813370227,0.680186202,0.972632382,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-324I22.4,"T cell, CD8, naive"
"RP11-147I3.1_T cell, CD4, TH17",Wald_ratio,1,0.216905877,0.106958753,NA,NA,0.042566427,NA,NA,NA,NA,NA,NA,NA,0.00726672,0.426545033,1.242227174,1.007293187,1.531955514,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-147I3.1,"T cell, CD4, TH17"
"HSDL2_NK cell, CD56dim CD16+",Wald_ratio,1,0.228884094,0.102419394,NA,NA,0.025432257,NA,NA,NA,NA,NA,NA,NA,0.028142082,0.429626106,1.257196314,1.028541811,1.536682859,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,HSDL2,"NK cell, CD56dim CD16+"
"HSDL2_T cell, CD4, TH17",Wald_ratio,1,0.240158034,0.107464175,NA,NA,0.025432257,NA,NA,NA,NA,NA,NA,NA,0.029528251,0.450787817,1.271450067,1.029968533,1.569548215,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,HSDL2,"T cell, CD4, TH17"
"HSDL2_T cell, CD4, TH1 TH17",Wald_ratio,1,0.24062118,0.10767142,NA,NA,0.025432257,NA,NA,NA,NA,NA,NA,NA,0.029585197,0.451657162,1.27203907,1.030027187,1.570913288,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,HSDL2,"T cell, CD4, TH1 TH17"
"HSDL2_T cell, CD4, TH2",Wald_ratio,1,0.222317715,0.099481118,NA,NA,0.025432257,NA,NA,NA,NA,NA,NA,NA,0.027334723,0.417300707,1.248968131,1.027711744,1.517858875,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,HSDL2,"T cell, CD4, TH2"
"PIGCP1_Monocyte, classical",Wald_ratio,1,-0.208662814,0.095221746,NA,NA,0.028427506,NA,NA,NA,NA,NA,NA,NA,-0.395297436,-0.022028193,0.811668873,0.673479692,0.978212656,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,PIGCP1,"Monocyte, classical"
"DEPDC7_Monocyte, classical",Wald_ratio,1,-0.194854684,0.088050159,NA,NA,0.026897895,NA,NA,NA,NA,NA,NA,NA,-0.367432996,-0.022276372,0.822954237,0.692509726,0.977969914,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,DEPDC7,"Monocyte, classical"
"FAR2_Monocyte, non-classical",Wald_ratio,1,0.248012709,0.099728719,NA,NA,0.012887121,NA,NA,NA,NA,NA,NA,NA,0.05254442,0.443480998,1.281476218,1.053949377,1.558121607,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,FAR2,"Monocyte, non-classical"
"IVD_T cell, CD4, naive TREG",Wald_ratio,1,0.284622838,0.103566949,NA,NA,0.005992318,NA,NA,NA,NA,NA,NA,NA,0.081631618,0.487614058,1.329260587,1.085056021,1.62842625,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,IVD,"T cell, CD4, naive TREG"
"SLC7A6_Monocyte, classical",Wald_ratio,1,0.147686835,0.074298679,NA,NA,0.046839888,NA,NA,NA,NA,NA,NA,NA,0.002061424,0.293312246,1.159149834,1.00206355,1.340861403,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLC7A6,"Monocyte, classical"
"NCOA7_Monocyte, classical",Wald_ratio,1,-0.270111476,0.113250224,NA,NA,0.017075149,NA,NA,NA,NA,NA,NA,NA,-0.492081915,-0.048141037,0.763294401,0.611352285,0.95299937,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,NCOA7,"Monocyte, classical"
"MAP3K9_T cell, CD4, TH2",Wald_ratio,1,-0.322570571,0.09900081,NA,NA,0.001120969,NA,NA,NA,NA,NA,NA,NA,-0.516612159,-0.128528983,0.724284816,0.596538105,0.879388075,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,MAP3K9,"T cell, CD4, TH2"
"RN7SL239P_B cell, naive",Wald_ratio,1,-0.186959998,0.092777954,NA,NA,0.043890624,NA,NA,NA,NA,NA,NA,NA,-0.368804788,-0.005115208,0.829476917,0.691560399,0.994897852,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RN7SL239P,"B cell, naive"
"RN7SL239P_T cell, CD4, TH1",Wald_ratio,1,-0.212157914,0.105282292,NA,NA,0.043890624,NA,NA,NA,NA,NA,NA,NA,-0.418511206,-0.005804621,0.808836961,0.658025756,0.994212193,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RN7SL239P,"T cell, CD4, TH1"
"RN7SL239P_T cell, CD4, TH17",Wald_ratio,1,-0.209248803,0.103838661,NA,NA,0.043890624,NA,NA,NA,NA,NA,NA,NA,-0.412772578,-0.005725028,0.811193383,0.661812776,0.994291329,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RN7SL239P,"T cell, CD4, TH17"
"KIF25-AS1_T cell, CD8, naive activated",Wald_ratio,1,0.187243498,0.089636041,NA,NA,0.036713941,NA,NA,NA,NA,NA,NA,NA,0.011556859,0.362930138,1.205920889,1.011623897,1.437535427,0.846760881,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,KIF25-AS1,"T cell, CD8, naive activated"
"KIF25-AS1_T cell, CD4, naive activated",Wald_ratio,1,0.175675495,0.084098278,NA,NA,0.036713941,NA,NA,NA,NA,NA,NA,NA,0.01084287,0.34050812,1.192051169,1.010901867,1.405661654,0.846760881,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,KIF25-AS1,"T cell, CD4, naive activated"
"RP11-574F11.3_T cell, CD8, naive",Wald_ratio,1,0.279956372,0.11164985,NA,NA,0.012160592,NA,NA,NA,NA,NA,NA,NA,0.061122666,0.498790077,1.323072088,1.063029304,1.646727652,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-574F11.3,"T cell, CD8, naive"
"SVILP1_B cell, naive",Wald_ratio,1,-0.232153603,0.106408866,NA,NA,0.029130724,NA,NA,NA,NA,NA,NA,NA,-0.440714981,-0.023592225,0.792824334,0.643576112,0.976683896,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SVILP1,"B cell, naive"
"SVILP1_T cell, CD4, naive",Wald_ratio,1,-0.266082868,0.121960529,NA,NA,0.029130724,NA,NA,NA,NA,NA,NA,NA,-0.505125506,-0.02704023,0.766375617,0.603429837,0.973322084,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SVILP1,"T cell, CD4, naive"
"SVILP1_T cell, CD4, memory TREG",Wald_ratio,1,-0.229010309,0.10496812,NA,NA,0.029130724,NA,NA,NA,NA,NA,NA,NA,-0.434747825,-0.023272793,0.795320334,0.647427911,0.97699593,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SVILP1,"T cell, CD4, memory TREG"
"SVILP1_T cell, CD4, naive TREG",Wald_ratio,1,-0.222685979,0.102069329,NA,NA,0.029130724,NA,NA,NA,NA,NA,NA,NA,-0.422741865,-0.022630093,0.800366141,0.655247754,0.977624046,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SVILP1,"T cell, CD4, naive TREG"
"SVILP1_T cell, CD8, naive",Wald_ratio,1,-0.249127367,0.114188883,NA,NA,0.029130724,NA,NA,NA,NA,NA,NA,NA,-0.472937579,-0.025317156,0.779480687,0.623168969,0.975000636,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SVILP1,"T cell, CD8, naive"
"TCP11L1_B cell, naive",Wald_ratio,1,-0.182976757,0.083822318,NA,NA,0.02904228,NA,NA,NA,NA,NA,NA,NA,-0.3472685,-0.018685013,0.832787512,0.706615576,0.981488469,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,TCP11L1,"B cell, naive"
"PLD6_B cell, naive",Wald_ratio,1,-0.208871292,0.105784577,NA,NA,0.048325299,NA,NA,NA,NA,NA,NA,NA,-0.416209063,-0.001533521,0.811499675,0.65954237,0.998467654,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,PLD6,"B cell, naive"
"SLFN5_Monocyte, classical",Wald_ratio,1,-0.231568837,0.088922433,NA,NA,0.009209796,NA,NA,NA,NA,NA,NA,NA,-0.405856807,-0.057280868,0.793288086,0.666405585,0.944328801,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLFN5,"Monocyte, classical"
"SLFN5_B cell, naive",Wald_ratio,1,-0.205506886,0.078914644,NA,NA,0.009209796,NA,NA,NA,NA,NA,NA,NA,-0.360179589,-0.050834183,0.814234488,0.697551043,0.950436256,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLFN5,"B cell, naive"
"LINC00667_T cell, CD4, naive activated",Wald_ratio,1,-0.194991082,0.085328181,NA,NA,0.022301706,NA,NA,NA,NA,NA,NA,NA,-0.362234316,-0.027747847,0.822841996,0.696119237,0.972633588,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,LINC00667,"T cell, CD4, naive activated"
"SARS2_T cell, CD4, memory TREG",Wald_ratio,1,-0.251550686,0.090467263,NA,NA,0.005426332,NA,NA,NA,NA,NA,NA,NA,-0.428866521,-0.074234851,0.777594043,0.651246851,0.92845362,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SARS2,"T cell, CD4, memory TREG"
"IGLV3-10_B cell, naive",Wald_ratio,1,0.18338516,0.091288202,NA,NA,0.044552051,NA,NA,NA,NA,NA,NA,NA,0.004460283,0.362310036,1.201277002,1.004470245,1.436644285,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,IGLV3-10,"B cell, naive"
"FAM160A1_Monocyte, non-classical",Wald_ratio,1,0.239652763,0.080509894,NA,NA,0.002913812,NA,NA,NA,NA,NA,NA,NA,0.081853371,0.397452154,1.270807802,1.085296663,1.488028596,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,FAM160A1,"Monocyte, non-classical"
"PTPLAD2_T cell, CD4, TH2",Wald_ratio,1,-0.220254907,0.107493971,NA,NA,0.040462333,NA,NA,NA,NA,NA,NA,NA,-0.43094309,-0.009566724,0.802314256,0.649895895,0.990478892,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,PTPLAD2,"T cell, CD4, TH2"
"GNPAT_T cell, CD4, naive TREG",Wald_ratio,1,0.209708889,0.094763364,NA,NA,0.026899418,NA,NA,NA,NA,NA,NA,NA,0.023972695,0.395445083,1.233318976,1.02426235,1.485045013,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,GNPAT,"T cell, CD4, naive TREG"
"GFRA2_Monocyte, non-classical",Wald_ratio,1,-0.317798702,0.086291037,NA,NA,0.000230622,NA,NA,NA,NA,NA,NA,NA,-0.486929134,-0.14866827,0.727749268,0.61451058,0.86185497,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,GFRA2,"Monocyte, non-classical"
"RP11-137H2.6_T cell, CD4, naive",Wald_ratio,1,-0.200191409,0.090663183,NA,NA,0.027238813,NA,NA,NA,NA,NA,NA,NA,-0.377891247,-0.022491571,0.818574055,0.685305026,0.977759478,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-137H2.6,"T cell, CD4, naive"
"FAM213A_B cell, naive",Wald_ratio,1,-0.227646788,0.103097243,NA,NA,0.027238813,NA,NA,NA,NA,NA,NA,NA,-0.429717384,-0.025576192,0.79640551,0.650692965,0.974748108,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,FAM213A,"B cell, naive"
"IL23R_T cell, CD4, TH17",Wald_ratio,1,0.18031756,0.09015878,NA,NA,0.045500264,NA,NA,NA,NA,NA,NA,NA,0.003606351,0.357028769,1.197597612,1.003612862,1.429076983,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,IL23R,"T cell, CD4, TH17"
"GDPD5_T cell, CD4, memory TREG",Wald_ratio,1,0.176313071,0.075817473,NA,NA,0.020045567,NA,NA,NA,NA,NA,NA,NA,0.027710823,0.324915319,1.192811435,1.028098339,1.38391345,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,GDPD5,"T cell, CD4, memory TREG"
"GDPD5_T cell, CD4, naive activated",Wald_ratio,1,0.183178989,0.078769929,NA,NA,0.020045567,NA,NA,NA,NA,NA,NA,NA,0.028789927,0.33756805,1.20102936,1.029208363,1.40153498,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,GDPD5,"T cell, CD4, naive activated"
"ARHGEF10_T cell, CD4, TFH",Wald_ratio,1,0.221377352,0.098523287,NA,NA,0.024642929,NA,NA,NA,NA,NA,NA,NA,0.02827171,0.414482995,1.2477942,1.028675148,1.513588005,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,ARHGEF10,"T cell, CD4, TFH"
"ASAH2_T cell, CD8, naive",Wald_ratio,1,-0.185092058,0.091015034,NA,NA,0.041987634,NA,NA,NA,NA,NA,NA,NA,-0.363481524,-0.006702592,0.831027778,0.695251573,0.99331982,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,ASAH2,"T cell, CD8, naive"
"AC006369.2_T cell, CD4, TH1",Wald_ratio,1,0.180588482,0.085385834,NA,NA,0.034432499,NA,NA,NA,NA,NA,NA,NA,0.013232248,0.347944716,1.197922111,1.013320181,1.416153957,0.833814996,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,AC006369.2,"T cell, CD4, TH1"
"SERPINF1_B cell, naive",Wald_ratio,1,-0.24946504,0.093153234,NA,NA,0.007406161,NA,NA,NA,NA,NA,NA,NA,-0.432045378,-0.066884701,0.779217522,0.649179918,0.935303035,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SERPINF1,"B cell, naive"
"SERPINF1_T cell, CD8, naive activated",Wald_ratio,1,-0.237802957,0.088798473,NA,NA,0.007406161,NA,NA,NA,NA,NA,NA,NA,-0.411847964,-0.063757951,0.788358016,0.662424981,0.93823207,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SERPINF1,"T cell, CD8, naive activated"
"AKIP1_T cell, CD4, TFH",Wald_ratio,1,0.18413856,0.089169891,NA,NA,0.038920098,NA,NA,NA,NA,NA,NA,NA,0.009365574,0.358911547,1.202182386,1.009409568,1.431770151,0.861546821,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,AKIP1,"T cell, CD4, TFH"
"KLRAP1_T cell, CD8, naive",Wald_ratio,1,0.267570204,0.112716125,NA,NA,0.01760411,NA,NA,NA,NA,NA,NA,NA,0.046646599,0.488493809,1.306785368,1.047751667,1.62985949,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,KLRAP1,"T cell, CD8, naive"
"RCBTB1_B cell, naive",Wald_ratio,1,-0.218335173,0.093862314,NA,NA,0.020012054,NA,NA,NA,NA,NA,NA,NA,-0.402305308,-0.034365039,0.803855966,0.668776532,0.966218733,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RCBTB1,"B cell, naive"
"OSGEP_T cell, CD8, naive activated",Wald_ratio,1,-0.291408197,0.121363895,NA,NA,0.016345373,NA,NA,NA,NA,NA,NA,NA,-0.529281432,-0.053534963,0.747210606,0.589028074,0.9478728,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,OSGEP,"T cell, CD8, naive activated"
"OSGEP_T cell, CD4, memory TREG",Wald_ratio,1,-0.216823604,0.090301362,NA,NA,0.016345373,NA,NA,NA,NA,NA,NA,NA,-0.393814274,-0.039832934,0.805071968,0.674479313,0.960949968,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,OSGEP,"T cell, CD4, memory TREG"
"RP11-203M5.7_T cell, CD4, TH17",Wald_ratio,1,-0.248964737,0.103687304,NA,NA,0.016345373,NA,NA,NA,NA,NA,NA,NA,-0.452191853,-0.045737622,0.779607464,0.636232095,0.955292577,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-203M5.7,"T cell, CD4, TH17"
"MAP3K9_Monocyte, non-classical",Wald_ratio,1,-0.29784132,0.088365889,NA,NA,0.000750193,NA,NA,NA,NA,NA,NA,NA,-0.471038462,-0.124644179,0.742419137,0.624353564,0.88281097,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,MAP3K9,"Monocyte, non-classical"
"SDR39U1_T cell, CD8, naive activated",Wald_ratio,1,0.363923623,0.184192829,NA,NA,0.048180244,NA,NA,NA,NA,NA,NA,NA,0.002905678,0.724941568,1.438964306,1.002909903,2.064610458,0.873712793,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SDR39U1,"T cell, CD8, naive activated"
"ADAP2_T cell, CD8, naive",Wald_ratio,1,0.288649007,0.128558718,NA,NA,0.024750818,NA,NA,NA,NA,NA,NA,NA,0.036673919,0.540624095,1.334623203,1.037354704,1.717078148,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,ADAP2,"T cell, CD8, naive"
"ESPNL_T cell, CD8, naive",Wald_ratio,1,0.275720618,0.108805736,NA,NA,0.011274838,NA,NA,NA,NA,NA,NA,NA,0.062461376,0.488979861,1.317479733,1.064453344,1.630651879,0.755691974,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,ESPNL,"T cell, CD8, naive"
"THNSL2_T cell, CD4, naive",Wald_ratio,1,0.38888138,0.146199976,NA,NA,0.00781574,NA,NA,NA,NA,NA,NA,NA,0.102329427,0.675433333,1.475329538,1.107748334,1.964884241,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,THNSL2,"T cell, CD4, naive"
"THNSL2_T cell, CD4, TH17",Wald_ratio,1,0.387687253,0.145751044,NA,NA,0.00781574,NA,NA,NA,NA,NA,NA,NA,0.102015207,0.673359299,1.473568858,1.107400312,1.960813228,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,THNSL2,"T cell, CD4, TH17"
"THNSL2_T cell, CD4, TH1 TH17",Wald_ratio,1,0.382684679,0.143870326,NA,NA,0.00781574,NA,NA,NA,NA,NA,NA,NA,0.10069884,0.664670518,1.466215629,1.105943526,1.943849952,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,THNSL2,"T cell, CD4, TH1 TH17"
"THNSL2_NK cell, CD56dim CD16+",Wald_ratio,1,0.374488289,0.140788893,NA,NA,0.00781574,NA,NA,NA,NA,NA,NA,NA,0.09854206,0.650434519,1.45424707,1.103560819,1.916373348,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,THNSL2,"NK cell, CD56dim CD16+"
"SLC22A23_T cell, CD8, naive activated",Wald_ratio,1,0.373964342,0.123055751,NA,NA,0.002373782,NA,NA,NA,NA,NA,NA,NA,0.13277507,0.615153615,1.453485321,1.141993101,1.849940756,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLC22A23,"T cell, CD8, naive activated"
"RP11-166O4.5_T cell, CD4, TH17",Wald_ratio,1,0.218770869,0.094442563,NA,NA,0.020534061,NA,NA,NA,NA,NA,NA,NA,0.033663447,0.403878292,1.24454608,1.034236472,1.497621663,0.798552376,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-166O4.5,"T cell, CD4, TH17"
"AC091729.9_NK cell, CD56dim CD16+",Wald_ratio,1,0.236447675,0.087675042,NA,NA,0.006999583,NA,NA,NA,NA,NA,NA,NA,0.064604592,0.408290758,1.266741272,1.066737145,1.504244468,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,AC091729.9,"NK cell, CD56dim CD16+"
"FAM115D_Monocyte, classical",Wald_ratio,1,0.253018554,0.085252943,NA,NA,0.002998837,NA,NA,NA,NA,NA,NA,NA,0.085922787,0.420114322,1.287907173,1.089722184,1.522135559,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,FAM115D,"Monocyte, classical"
"TAS2R41_Monocyte, non-classical",Wald_ratio,1,0.294901926,0.09936527,NA,NA,0.002998837,NA,NA,NA,NA,NA,NA,NA,0.100145997,0.489657856,1.34299464,1.105332282,1.631757828,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,TAS2R41,"Monocyte, non-classical"
"RP11-166O4.5_Monocyte, classical",Wald_ratio,1,0.330636548,0.113424645,NA,NA,0.003556513,NA,NA,NA,NA,NA,NA,NA,0.108324243,0.552948853,1.391853828,1.114409026,1.738371669,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,RP11-166O4.5,"Monocyte, classical"
"SLC22A5_T cell, CD4, TH17",Wald_ratio,1,0.294742258,0.094879773,NA,NA,0.001893282,NA,NA,NA,NA,NA,NA,NA,0.108777903,0.480706614,1.342780224,1.114914704,1.617216746,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLC22A5,"T cell, CD4, TH17"
"SLC22A5_T cell, CD4, naive TREG",Wald_ratio,1,0.292919547,0.094293028,NA,NA,0.001893282,NA,NA,NA,NA,NA,NA,NA,0.108105211,0.477733882,1.340334952,1.114164962,1.612416334,0.684666283,Liver cancer,finn-b-C3_LIVER_INTRAHEPATIC_BILE_DUCTS,SLC22A5,"T cell, CD4, naive TREG"
