id,gene,cell,nsnp,b,se,CIlower,Ciupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4(PWCOCO),ldcheck,H4 (conventional coloc)
"SLC6A3_T cell, CD8, naive activated",SLC6A3,"T cell, CD8, naive activated",1,-0.030014338,0.00940864,NA,NA,0.001422321,NA,NA,NA,NA,NA,NA,NA,-0.048455271,-0.011573404,0.97043162,0.952699951,0.98849331,0.037144087,Prostate cancer,ieu-b-85,"SLC6A3_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.625823962,0.991535986,0.644687
"AC005104.3_T cell, CD8, naive",AC005104.3,"T cell, CD8, naive",1,-0.052559007,0.011679779,NA,NA,6.80E-06,NA,NA,NA,NA,NA,NA,NA,-0.075451374,-0.029666639,0.948798334,0.927324821,0.970769096,0.000494174,Prostate cancer,ieu-b-85,"AC005104.3_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.94E-10,1,1
"RP4-607J23.2_B cell, naive",RP4-607J23.2,"B cell, naive",1,-0.072442751,0.012274353,NA,NA,3.59E-09,NA,NA,NA,NA,NA,NA,NA,-0.096500483,-0.048385019,0.930118993,0.908009459,0.952766883,1.30E-06,Prostate cancer,ieu-b-85,"RP4-607J23.2_B cell, naive_Prostate cancer_ieu-b-85",6.81E-08,1,8.52E-07
"RP1-228P16.1_T cell, CD8, naive",RP1-228P16.1,"T cell, CD8, naive",1,-0.040103416,0.010587302,NA,NA,0.000151939,NA,NA,NA,NA,NA,NA,NA,-0.060854527,-0.019352304,0.960690084,0.940960114,0.980833749,0.006505127,Prostate cancer,ieu-b-85,"RP1-228P16.1_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.565083163,1,0.603128
"RP1-228P16.1_T cell, CD4, naive activated",RP1-228P16.1,"T cell, CD4, naive activated",1,-0.031506053,0.008317598,NA,NA,0.000151939,NA,NA,NA,NA,NA,NA,NA,-0.047808546,-0.015203561,0.968985091,0.953316286,0.98491143,0.006505127,Prostate cancer,ieu-b-85,"RP1-228P16.1_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.451077832,1,0.451078
"RP1-228P16.1_T cell, CD8, naive activated",RP1-228P16.1,"T cell, CD8, naive activated",1,-0.034133717,0.009011301,NA,NA,0.000151939,NA,NA,NA,NA,NA,NA,NA,-0.051795868,-0.016471567,0.966442266,0.949522675,0.983663348,0.006505127,Prostate cancer,ieu-b-85,"RP1-228P16.1_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.352935825,1,0.372586
"PRDM5_T cell, CD4, memory TREG",PRDM5,"T cell, CD4, memory TREG",1,-0.042165245,0.011988158,NA,NA,0.000436057,NA,NA,NA,NA,NA,NA,NA,-0.065662034,-0.018668455,0.958711345,0.936447298,0.981504721,0.014335448,Prostate cancer,ieu-b-85,"PRDM5_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.646460747,1,0.646461
"PRDM5_T cell, CD4, naive TREG",PRDM5,"T cell, CD4, naive TREG",1,-0.038920233,0.011065557,NA,NA,0.000436057,NA,NA,NA,NA,NA,NA,NA,-0.060608724,-0.017231743,0.961827428,0.941191433,0.982915875,0.014335448,Prostate cancer,ieu-b-85,"PRDM5_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.730938261,1,0.730938
"PRDM5_T cell, CD4, TFH",PRDM5,"T cell, CD4, TFH",1,-0.040584132,0.011538626,NA,NA,0.000436057,NA,NA,NA,NA,NA,NA,NA,-0.063199838,-0.017968425,0.960228375,0.938755856,0.982192044,0.014335448,Prostate cancer,ieu-b-85,"PRDM5_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.546580872,1,0.546581
"RP11-534L20.5_Monocyte, non-classical",RP11-534L20.5,"Monocyte, non-classical",1,-0.029960142,0.009183185,NA,NA,0.001104342,NA,NA,NA,NA,NA,NA,NA,-0.047959184,-0.011961099,0.970484215,0.953172691,0.988110151,0.03057357,Prostate cancer,ieu-b-85,"RP11-534L20.5_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.514302398,0.981371572,0.514302
"RP11-534L20.5_T cell, CD4, TH2",RP11-534L20.5,"T cell, CD4, TH2",1,-0.022307859,0.006837658,NA,NA,0.001104342,NA,NA,NA,NA,NA,NA,NA,-0.035709669,-0.00890605,0.977939121,0.964920399,0.991133492,0.03057357,Prostate cancer,ieu-b-85,"RP11-534L20.5_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.527275146,0.981371572,1
"RP11-534L20.5_T cell, CD8, naive",RP11-534L20.5,"T cell, CD8, naive",1,-0.022545171,0.006910397,NA,NA,0.001104342,NA,NA,NA,NA,NA,NA,NA,-0.036089549,-0.009000792,0.977707073,0.964553915,0.991039594,0.03057357,Prostate cancer,ieu-b-85,"RP11-534L20.5_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.00646768,0.981371572,0.0067719
"RP11-534L20.5_T cell, CD4, TH1",RP11-534L20.5,"T cell, CD4, TH1",1,-0.024106867,0.007250186,NA,NA,0.000884185,NA,NA,NA,NA,NA,NA,NA,-0.038317231,-0.009896503,0.976181383,0.962407587,0.990152306,0.025646437,Prostate cancer,ieu-b-85,"RP11-534L20.5_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.539380314,1,1
"RP11-534L20.5_NK cell, CD56dim CD16+",RP11-534L20.5,"NK cell, CD56dim CD16+",1,-0.030602302,0.0092037,NA,NA,0.000884185,NA,NA,NA,NA,NA,NA,NA,-0.048641554,-0.01256305,0.969861208,0.952522497,0.987515535,0.025646437,Prostate cancer,ieu-b-85,"RP11-534L20.5_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.661655641,1,0.661656
"RP11-534L20.5_T cell, CD4, naive TREG",RP11-534L20.5,"T cell, CD4, naive TREG",1,-0.02402802,0.007226472,NA,NA,0.000884185,NA,NA,NA,NA,NA,NA,NA,-0.038191905,-0.009864134,0.976258355,0.962528209,0.990184357,0.025646437,Prostate cancer,ieu-b-85,"RP11-534L20.5_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.776071615,1,1
"RP11-534L20.5_B cell, naive",RP11-534L20.5,"B cell, naive",1,-0.028131708,0.008460664,NA,NA,0.000884185,NA,NA,NA,NA,NA,NA,NA,-0.044714609,-0.011548806,0.972260304,0.956270354,0.988517625,0.025646437,Prostate cancer,ieu-b-85,"RP11-534L20.5_B cell, naive_Prostate cancer_ieu-b-85",0.006546868,1,1
"HLA-A_T cell, CD4, TH1",HLA-A,"T cell, CD4, TH1",1,-0.041898738,0.008792222,NA,NA,1.88E-06,NA,NA,NA,NA,NA,NA,NA,-0.059131494,-0.024665983,0.958966882,0.942582817,0.975635737,0.000182436,Prostate cancer,ieu-b-85,"HLA-A_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.82E-06,0.995850314,1
"HLA-G_T cell, CD4, naive TREG",HLA-G,"T cell, CD4, naive TREG",1,0.031092269,0.006524544,NA,NA,1.88E-06,NA,NA,NA,NA,NA,NA,NA,0.018304164,0.043880374,1.031580682,1.018472712,1.044857356,0.000182436,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",1.56E-06,1,1
"RP11-534L20.5_T cell, CD8, naive activated",RP11-534L20.5,"T cell, CD8, naive activated",1,-0.035755201,0.010555041,NA,NA,0.000705327,NA,NA,NA,NA,NA,NA,NA,-0.056443082,-0.015067321,0.964876465,0.945120278,0.985045623,0.021440535,Prostate cancer,ieu-b-85,"RP11-534L20.5_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.006508954,0.942250724,0.0071663
"HLA-DOA_Monocyte, non-classical",HLA-DOA,"Monocyte, non-classical",1,-0.052565178,0.01005484,NA,NA,1.71E-07,NA,NA,NA,NA,NA,NA,NA,-0.072272665,-0.032857691,0.948792479,0.930277208,0.967676259,2.88E-05,Prostate cancer,ieu-b-85,"HLA-DOA_Monocyte, non-classical_Prostate cancer_ieu-b-85",4.44E-09,0.09181809,1
"AIF1_T cell, CD4, naive",AIF1,"T cell, CD4, naive",1,0.03504472,0.010643211,NA,NA,0.000992363,NA,NA,NA,NA,NA,NA,NA,0.014184026,0.055905415,1.035666023,1.014285097,1.057497655,0.027931348,Prostate cancer,ieu-b-85,"AIF1_T cell, CD4, naive_Prostate cancer_ieu-b-85",1.11E-09,0.331298092,1
"AIF1_T cell, CD8, naive",AIF1,"T cell, CD8, naive",1,0.028989321,0.008804164,NA,NA,0.000992363,NA,NA,NA,NA,NA,NA,NA,0.011733159,0.046245482,1.029413601,1.011802263,1.047331481,0.027931348,Prostate cancer,ieu-b-85,"AIF1_T cell, CD8, naive_Prostate cancer_ieu-b-85",2.51E-09,0.331298092,1
"HLA-G_T cell, CD8, naive",HLA-G,"T cell, CD8, naive",1,0.03199376,0.006696368,NA,NA,1.77E-06,NA,NA,NA,NA,NA,NA,NA,0.018868878,0.045118642,1.032511062,1.01904802,1.04615197,0.000173801,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.93E-06,1,1
"HCG4B_T cell, CD4, TH17",HCG4B,"T cell, CD4, TH17",1,0.039751885,0.008120338,NA,NA,9.81E-07,NA,NA,NA,NA,NA,NA,NA,0.023836023,0.055667746,1.040552565,1.024122372,1.057246351,0.000102862,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.78E-09,1,1
"HLA-J_T cell, CD4, naive activated",HLA-J,"T cell, CD4, naive activated",1,0.035367233,0.007826363,NA,NA,6.21E-06,NA,NA,NA,NA,NA,NA,NA,0.020027563,0.050706904,1.036000093,1.02022946,1.052014507,0.000460686,Prostate cancer,ieu-b-85,"HLA-J_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",1.59E-07,0.980191082,1
"HCG4P5_T cell, CD4, TFH",HCG4P5,"T cell, CD4, TFH",1,-0.035126109,0.007773005,NA,NA,6.21E-06,NA,NA,NA,NA,NA,NA,NA,-0.050361198,-0.01989102,0.965483652,0.950885904,0.980305501,0.000460686,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, TFH_Prostate cancer_ieu-b-85",1.95E-08,0.988173177,1
"HLA-A_T cell, CD8, naive",HLA-A,"T cell, CD8, naive",1,-0.037326801,0.008259992,NA,NA,6.21E-06,NA,NA,NA,NA,NA,NA,NA,-0.053516386,-0.021137216,0.963361257,0.947890409,0.979084609,0.000460686,Prostate cancer,ieu-b-85,"HLA-A_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.93E-06,0.980191082,1
"SFTPB_Monocyte, classical",SFTPB,"Monocyte, classical",1,-0.042579229,0.010838349,NA,NA,8.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.063822394,-0.021336065,0.958314536,0.93817161,0.978889939,0.004244394,Prostate cancer,ieu-b-85,"SFTPB_Monocyte, classical_Prostate cancer_ieu-b-85",9.72E-18,1,1
"HLA-G_Monocyte, classical",HLA-G,"Monocyte, classical",1,0.032928069,0.006891921,NA,NA,1.77E-06,NA,NA,NA,NA,NA,NA,NA,0.019419903,0.046436235,1.033476198,1.019609696,1.047531281,0.000173801,Prostate cancer,ieu-b-85,"HLA-G_Monocyte, classical_Prostate cancer_ieu-b-85",4.05E-07,1,1
"XXbac-BPG299F13.14_T cell, CD4, TFH",XXbac-BPG299F13.14,"T cell, CD4, TFH",1,0.029843928,0.009318855,NA,NA,0.001362253,NA,NA,NA,NA,NA,NA,NA,0.011578972,0.048108884,1.030293721,1.011646268,1.049284899,0.03626075,Prostate cancer,ieu-b-85,"XXbac-BPG299F13.14_T cell, CD4, TFH_Prostate cancer_ieu-b-85",2.66E-11,0.525150957,1
"C1orf147_T cell, CD8, naive",C1orf147,"T cell, CD8, naive",1,-0.040945292,0.011166898,NA,NA,0.000245733,NA,NA,NA,NA,NA,NA,NA,-0.062832412,-0.019058172,0.959881642,0.939100843,0.981122286,0.009802868,Prostate cancer,ieu-b-85,"C1orf147_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.00646768,1,0.0067719
"AC005104.3_B cell, naive",AC005104.3,"B cell, naive",1,-0.050695633,0.010366688,NA,NA,1.01E-06,NA,NA,NA,NA,NA,NA,NA,-0.071014342,-0.030376924,0.950567948,0.931448533,0.970079818,0.000104843,Prostate cancer,ieu-b-85,"AC005104.3_B cell, naive_Prostate cancer_ieu-b-85",0.477565388,1,0.978179
"LY6G5B_T cell, CD4, TH1 TH17",LY6G5B,"T cell, CD4, TH1 TH17",1,0.038031861,0.009643406,NA,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,0.019130784,0.056932937,1.038764328,1.01931495,1.058584816,0.004009425,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",5.46E-08,0.713756315,1
"LY6G5B_T cell, CD4, TH1",LY6G5B,"T cell, CD4, TH1",1,0.041914178,0.010627811,NA,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,0.021083667,0.062744688,1.042804979,1.021307498,1.06475496,0.004009425,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD4, TH1_Prostate cancer_ieu-b-85",4.21E-07,0.713756315,1
"LY6G5B_T cell, CD8, naive",LY6G5B,"T cell, CD8, naive",1,0.038470707,0.009754681,NA,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,0.019351533,0.057589881,1.039220286,1.019539987,1.059280476,0.004009425,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD8, naive_Prostate cancer_ieu-b-85",7.94E-07,0.713756315,1
"LY6G5B_T cell, CD4, TH17",LY6G5B,"T cell, CD4, TH17",1,0.036992309,0.009379816,NA,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,0.018607869,0.055376749,1.03768504,1.018782074,1.05693874,0.004009425,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.64E-07,1,1
"LY6G5B_T cell, CD4, TFH",LY6G5B,"T cell, CD4, TFH",1,0.036904442,0.009357537,NA,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,0.01856367,0.055245214,1.037593866,1.018737046,1.056799725,0.004009425,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD4, TFH_Prostate cancer_ieu-b-85",3.16E-11,0.713756315,1
"LY6G5B_T cell, CD4, naive",LY6G5B,"T cell, CD4, naive",1,0.042969187,0.010895321,NA,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,0.021614358,0.064324016,1.043905729,1.02184964,1.066437886,0.004009425,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD4, naive_Prostate cancer_ieu-b-85",4.14E-08,0.713756315,1
"LY6G5B_T cell, CD4, TH2",LY6G5B,"T cell, CD4, TH2",1,0.041019199,0.01040088,NA,NA,8.02E-05,NA,NA,NA,NA,NA,NA,NA,0.020633475,0.061404923,1.041872109,1.020847817,1.063329394,0.004009425,Prostate cancer,ieu-b-85,"LY6G5B_T cell, CD4, TH2_Prostate cancer_ieu-b-85",1.82E-09,0.713756315,1
"RIMS3_T cell, CD4, TH1",RIMS3,"T cell, CD4, TH1",1,-0.04223064,0.011057898,NA,NA,0.000133968,NA,NA,NA,NA,NA,NA,NA,-0.06390412,-0.020557159,0.958648653,0.93809494,0.979652699,0.006078144,Prostate cancer,ieu-b-85,"RIMS3_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.742490914,0.993317202,0.742491
"ZBTB38_B cell, naive",ZBTB38,"B cell, naive",1,0.044087898,0.009837795,NA,NA,7.41E-06,NA,NA,NA,NA,NA,NA,NA,0.024805819,0.063369976,1.04507421,1.025116043,1.065420947,0.000528944,Prostate cancer,ieu-b-85,"ZBTB38_B cell, naive_Prostate cancer_ieu-b-85",0.968370119,0.960690102,0.96837
"IFITM4P_T cell, CD4, TH2",IFITM4P,"T cell, CD4, TH2",1,0.034953945,0.008032346,NA,NA,1.35E-05,NA,NA,NA,NA,NA,NA,NA,0.019210547,0.050697344,1.035572015,1.019396257,1.052004449,0.00085569,Prostate cancer,ieu-b-85,"IFITM4P_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.63E-08,0.920365853,1
"IFITM4P_T cell, CD4, TH17",IFITM4P,"T cell, CD4, TH17",1,0.03621485,0.008322099,NA,NA,1.35E-05,NA,NA,NA,NA,NA,NA,NA,0.019903535,0.052526165,1.036878596,1.020102931,1.053930137,0.00085569,Prostate cancer,ieu-b-85,"IFITM4P_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.27E-09,0.920365853,1
"IFITM4P_T cell, CD4, TH1 TH17",IFITM4P,"T cell, CD4, TH1 TH17",1,0.033852355,0.007779203,NA,NA,1.35E-05,NA,NA,NA,NA,NA,NA,NA,0.018605118,0.049099593,1.034431867,1.018779271,1.05032495,0.00085569,Prostate cancer,ieu-b-85,"IFITM4P_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.09E-08,0.920365853,1
"HCG4B_T cell, CD4, memory TREG",HCG4B,"T cell, CD4, memory TREG",1,0.032470777,0.010186911,NA,NA,0.001435085,NA,NA,NA,NA,NA,NA,NA,0.012504433,0.052437122,1.033003706,1.01258294,1.053836297,0.037349059,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",1.83E-05,0.804949896,1
"HKDC1_T cell, CD4, TH1 TH17",HKDC1,"T cell, CD4, TH1 TH17",1,-0.038666477,0.009877418,NA,NA,9.05E-05,NA,NA,NA,NA,NA,NA,NA,-0.058026216,-0.019306738,0.962071529,0.943625209,0.980878443,0.004467982,Prostate cancer,ieu-b-85,"HKDC1_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.00923228,1,0.182473
"ZNF793_T cell, CD4, naive activated",ZNF793,"T cell, CD4, naive activated",1,0.03511183,0.011219165,NA,NA,0.001750268,NA,NA,NA,NA,NA,NA,NA,0.013122267,0.057101393,1.035735529,1.013208742,1.058763156,0.043681983,Prostate cancer,ieu-b-85,"ZNF793_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.087711531,0.968289456,0.772367
"ZNF793_T cell, CD8, naive activated",ZNF793,"T cell, CD8, naive activated",1,0.032832668,0.010490912,NA,NA,0.001750268,NA,NA,NA,NA,NA,NA,NA,0.012270481,0.053394854,1.033377607,1.012346072,1.054846073,0.043681983,Prostate cancer,ieu-b-85,"ZNF793_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.217787551,0.968289456,0.957437
"AC079922.3_T cell, CD4, TH1",AC079922.3,"T cell, CD4, TH1",1,-0.027185006,0.008235458,NA,NA,0.000963509,NA,NA,NA,NA,NA,NA,NA,-0.043326502,-0.011043509,0.973181181,0.957598681,0.989017247,0.02723534,Prostate cancer,ieu-b-85,"AC079922.3_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.006908655,1,0.522312
"CCNG2_T cell, CD4, TH17",CCNG2,"T cell, CD4, TH17",1,-0.024211912,0.007847339,NA,NA,0.002033019,NA,NA,NA,NA,NA,NA,NA,-0.039592697,-0.008831128,0.976078845,0.961180851,0.991207752,0.049439772,Prostate cancer,ieu-b-85,"CCNG2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.370232633,NA,1
"CCNG2_T cell, CD4, TH1 TH17",CCNG2,"T cell, CD4, TH1 TH17",1,-0.023467503,0.007606068,NA,NA,0.002033019,NA,NA,NA,NA,NA,NA,NA,-0.038375396,-0.008559609,0.976805718,0.96235161,0.99147692,0.049439772,Prostate cancer,ieu-b-85,"CCNG2_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.370226984,NA,1
"RP11-195F19.30_T cell, CD4, TH2",RP11-195F19.30,"T cell, CD4, TH2",1,0.036028245,0.010675036,NA,NA,0.000738157,NA,NA,NA,NA,NA,NA,NA,0.015105175,0.056951315,1.036685128,1.015219835,1.058604271,0.022128692,Prostate cancer,ieu-b-85,"RP11-195F19.30_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.022647678,1,0.161249
"RP11-503G7.2_T cell, CD4, naive",RP11-503G7.2,"T cell, CD4, naive",1,0.051796468,0.009231054,NA,NA,2.01E-08,NA,NA,NA,NA,NA,NA,NA,0.033703603,0.069889333,1.053161369,1.034278004,1.072389497,4.85E-06,Prostate cancer,ieu-b-85,"RP11-503G7.2_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.948750625,0.890867924,0.948751
"C6orf163_T cell, CD4, naive",C6orf163,"T cell, CD4, naive",1,0.04412777,0.010831362,NA,NA,4.62E-05,NA,NA,NA,NA,NA,NA,NA,0.022898301,0.06535724,1.045115881,1.02316248,1.067540324,0.002525755,Prostate cancer,ieu-b-85,"C6orf163_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.766503147,0.991653489,0.913679
"C10orf32_T cell, CD8, naive",C10orf32,"T cell, CD8, naive",1,0.040605458,0.010460686,NA,NA,0.00010372,NA,NA,NA,NA,NA,NA,NA,0.020102514,0.061108402,1.041441132,1.02030593,1.063014141,0.005036554,Prostate cancer,ieu-b-85,"C10orf32_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.876926034,0.995008245,0.876926
"GSTP1_T cell, CD8, naive activated",GSTP1,"T cell, CD8, naive activated",1,-0.038018076,0.01054611,NA,NA,0.000312227,NA,NA,NA,NA,NA,NA,NA,-0.058688452,-0.0173477,0.962695539,0.943000513,0.982801905,0.011118228,Prostate cancer,ieu-b-85,"GSTP1_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.745022114,0.980424747,0.932852
"GSTP1_T cell, CD4, TH17",GSTP1,"T cell, CD4, TH17",1,-0.034709312,0.009628268,NA,NA,0.000312227,NA,NA,NA,NA,NA,NA,NA,-0.053580717,-0.015837907,0.965886147,0.947829432,0.984286854,0.011118228,Prostate cancer,ieu-b-85,"GSTP1_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.648867474,0.980424747,0.977013
"GSTP1_T cell, CD4, TH1 TH17",GSTP1,"T cell, CD4, TH1 TH17",1,-0.038062489,0.01055843,NA,NA,0.000312227,NA,NA,NA,NA,NA,NA,NA,-0.058757012,-0.017367966,0.962652784,0.942935863,0.982781988,0.011118228,Prostate cancer,ieu-b-85,"GSTP1_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.602471981,0.980424747,0.988753
"GSTP1_T cell, CD4, TH2",GSTP1,"T cell, CD4, TH2",1,-0.032720557,0.009076593,NA,NA,0.000312227,NA,NA,NA,NA,NA,NA,NA,-0.050510679,-0.014930435,0.967808969,0.950743775,0.985180471,0.011118228,Prostate cancer,ieu-b-85,"GSTP1_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.440739071,0.980424747,0.998739
"GSTP1_T cell, CD8, naive",GSTP1,"T cell, CD8, naive",1,-0.03455595,0.009585726,NA,NA,0.000312227,NA,NA,NA,NA,NA,NA,NA,-0.053343973,-0.015767927,0.966034288,0.948053851,0.984355736,0.011118228,Prostate cancer,ieu-b-85,"GSTP1_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.026599218,0.980424747,0.525329
"GSTP1_T cell, CD4, naive",GSTP1,"T cell, CD4, naive",1,-0.038348083,0.010637653,NA,NA,0.000312227,NA,NA,NA,NA,NA,NA,NA,-0.059197883,-0.017498283,0.962377895,0.942520242,0.982653923,0.011118228,Prostate cancer,ieu-b-85,"GSTP1_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.495269712,0.980424747,0.621936
"GSTP1_T cell, CD4, naive activated",GSTP1,"T cell, CD4, naive activated",1,-0.036772959,0.010200718,NA,NA,0.000312227,NA,NA,NA,NA,NA,NA,NA,-0.056766366,-0.016779552,0.963894954,0.944814784,0.983360441,0.011118228,Prostate cancer,ieu-b-85,"GSTP1_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.523167732,0.980424747,0.972687
"DOC2GP_T cell, CD4, naive activated",DOC2GP,"T cell, CD4, naive activated",1,0.036585982,0.01103998,NA,NA,0.000919868,NA,NA,NA,NA,NA,NA,NA,0.01494762,0.058224344,1.037263486,1.015059894,1.059952763,0.026429253,Prostate cancer,ieu-b-85,"DOC2GP_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.523167732,1,0.972687
"DOC2GP_T cell, CD4, naive",DOC2GP,"T cell, CD4, naive",1,0.032514617,0.009811428,NA,NA,0.000919868,NA,NA,NA,NA,NA,NA,NA,0.013284218,0.051745017,1.033048993,1.013372845,1.053107184,0.026429253,Prostate cancer,ieu-b-85,"DOC2GP_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.495269712,1,0.621936
"DOC2GP_T cell, CD8, naive",DOC2GP,"T cell, CD8, naive",1,0.0380243,0.011473999,NA,NA,0.000919868,NA,NA,NA,NA,NA,NA,NA,0.015535261,0.060513338,1.038756474,1.015656561,1.062381768,0.026429253,Prostate cancer,ieu-b-85,"DOC2GP_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.026599218,1,0.525329
"DOC2GP_T cell, CD8, naive activated",DOC2GP,"T cell, CD8, naive activated",1,0.037284188,0.011250667,NA,NA,0.000919868,NA,NA,NA,NA,NA,NA,NA,0.01523288,0.059335496,1.037987963,1.015349492,1.061131186,0.026429253,Prostate cancer,ieu-b-85,"DOC2GP_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.746048668,1,0.746049
"FAM21FP_T cell, CD4, TH17",FAM21FP,"T cell, CD4, TH17",1,0.042119306,0.010084904,NA,NA,2.96E-05,NA,NA,NA,NA,NA,NA,NA,0.022352894,0.061885718,1.04301891,1.022604591,1.06384076,0.001717528,Prostate cancer,ieu-b-85,"FAM21FP_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.914684502,0.958088592,0.914685
"CRY1_T cell, CD4, naive TREG",CRY1,"T cell, CD4, naive TREG",1,-0.032240286,0.010075089,NA,NA,0.001374276,NA,NA,NA,NA,NA,NA,NA,-0.051987461,-0.012493111,0.968273892,0.949340771,0.987584604,0.036461948,Prostate cancer,ieu-b-85,"CRY1_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.402499291,0.983756504,0.402499
"CTSK_Monocyte, classical",CTSK,"Monocyte, classical",1,-0.051152175,0.010178896,NA,NA,5.03E-07,NA,NA,NA,NA,NA,NA,NA,-0.071102811,-0.031201538,0.950134073,0.931366132,0.969280206,6.45E-05,Prostate cancer,ieu-b-85,"CTSK_Monocyte, classical_Prostate cancer_ieu-b-85",0.050502333,1,0.990998
"ARNT_T cell, CD4, TH2",ARNT,"T cell, CD4, TH2",1,-0.052164654,0.010380372,NA,NA,5.03E-07,NA,NA,NA,NA,NA,NA,NA,-0.072510183,-0.031819125,0.949172569,0.930056275,0.968681776,6.45E-05,Prostate cancer,ieu-b-85,"ARNT_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.012193761,1,0.05279
"NSUN4_T cell, CD4, naive",NSUN4,"T cell, CD4, naive",1,0.039807548,0.008936388,NA,NA,8.41E-06,NA,NA,NA,NA,NA,NA,NA,0.022292227,0.05732287,1.040610488,1.022542556,1.058997674,0.000597101,Prostate cancer,ieu-b-85,"NSUN4_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.803359097,1,0.803359
"RP4-631H13.6_B cell, naive",RP4-631H13.6,"B cell, naive",1,0.037794996,0.00930856,NA,NA,4.90E-05,NA,NA,NA,NA,NA,NA,NA,0.019550219,0.056039773,1.03851831,1.019742576,1.057639748,0.002661024,Prostate cancer,ieu-b-85,"RP4-631H13.6_B cell, naive_Prostate cancer_ieu-b-85",0.958406749,1,0.958407
